09/13/2021,$203.4,4334068,$193.75,$208.88,$191.5
09/14/2021,$199.24,2141631,$200.65,$204.62,$195
09/15/2021,$204.52,2310407,$197,$204.87,$193.751
09/16/2021,$206.37,3058217,$202.33,$216.55,$201.15
09/17/2021,$204.97,3950643,$208.02,$212.49,$200.78
09/20/2021,$192.2,3941802,$200,$202.8499,$184.55
09/21/2021,$189.95,2633827,$199.36,$199.36,$186
09/22/2021,$190.14,2256593,$189.64,$193.5,$186.29
09/23/2021,$191.24,1682259,$192.33,$195.75,$190.6
09/24/2021,$185.16,1685759,$191,$191.7153,$184.11
09/27/2021,$189.48,1470146,$185.92,$192.05,$185.87
09/28/2021,$178.6,1770493,$188,$190.8099,$178
09/29/2021,$175.92,1899933,$180.09,$184.48,$174.61
09/30/2021,$175.47,3177453,$175,$185.4499,$166.79
10/01/2021,$176.91,1551139,$179.4,$179.49,$172.25
10/04/2021,$171.36,1195738,$175.95,$176.95,$170.771
10/05/2021,$172.18,1315854,$171.19,$173.1699,$166.7
10/06/2021,$171.07,1200320,$170.06,$172.96,$165.81
10/07/2021,$172.12,1159326,$172,$175.2,$170.5406
10/08/2021,$172.68,818207,$172.5,$175.72,$171.12
10/11/2021,$178.1,2684855,$173,$188.49,$173
10/12/2021,$175.82,1233652,$180.5,$181.78,$173.8
10/13/2021,$184.06,1930239,$178.3,$188.21,$176
10/14/2021,$183.83,1676008,$183.76,$190.2,$182.6
10/15/2021,$183.28,1199977,$184,$186.98,$180.88
10/18/2021,$186.02,1589648,$182.94,$189.87,$182.5453
10/19/2021,$186.79,2070618,$188.99,$192.18,$184.4
10/20/2021,$184.52,2276903,$186.33,$188,$181.98
10/21/2021,$181.71,2402368,$184.71,$190.6999,$180.6
10/22/2021,$169.8,2800443,$178.1,$179.49,$167.8
10/25/2021,$173.97,1442806,$169.42,$174.8,$167.26
10/26/2021,$177.84,2176749,$173.36,$185,$172.5
10/27/2021,$173.51,1106998,$180,$183.09,$172.33
10/28/2021,$182.85,1696206,$175.16,$183.14,$175
10/29/2021,$183.51,2293970,$182.81,$185.75,$178
11/01/2021,$200.09,4944203,$182.53,$208.57,$182.05
11/02/2021,$206.99,3882336,$199.35,$211.9381,$191.69
11/03/2021,$218.33,11265590,$214,$255.69,$208.2501
11/04/2021,$217.84,2907976,$222,$228.97,$211.55
11/05/2021,$213.25,1810717,$220.64,$221,$209.01
11/08/2021,$218.64,2157912,$212.5,$225.04,$212.01
11/09/2021,$206.6,1845298,$222,$223.4899,$204.44
11/10/2021,$199.19,1309389,$202.12,$207.39,$196.5
11/11/2021,$204.32,1079401,$200,$208.09,$198.1501
11/12/2021,$202.1,927991,$202.14,$205.36,$197.88
11/15/2021,$209.14,1466424,$203.86,$211.5,$201.69
11/16/2021,$207.18,1214596,$209.02,$212.57,$203.625
11/17/2021,$210,1352714,$206.3,$217.7,$206
11/18/2021,$210.12,1005775,$210.25,$215.1376,$207.5
11/19/2021,$228.8,3043720,$209.14,$229.39,$208.2524
