12/07/2021,$177.81,1972395,$175.18,$181.98,$170.51
12/08/2021,$173.65,2611195,$176.6,$180.2499,$171.96
12/09/2021,$155.76,5084340,$167,$172.69,$151
12/10/2021,$159.01,4526860,$159.83,$162.3,$148
12/13/2021,$136.88,5486201,$160.33,$160.89,$135.0701
12/14/2021,$147.69,6512133,$131,$150.3736,$129.5
12/15/2021,$148.59,2765992,$147.46,$152,$141.12
12/16/2021,$144.59,2164762,$152.93,$154.44,$142.13
12/17/2021,$155.64,4311620,$143.75,$158.5656,$139.331
12/20/2021,$157.14,1828561,$153.19,$159.68,$149.7
12/21/2021,$158.12,1430238,$157.06,$160.25,$155.14
12/22/2021,$154,1047154,$158.33,$159.1545,$152.12
12/23/2021,$152.14,1055539,$154,$155,$146.02
12/27/2021,$148.31,1615449,$152,$152.6211,$140
12/28/2021,$146.46,1334472,$147.5,$157.41,$146.41
12/29/2021,$153.93,2037406,$147.85,$155.49,$142.14
12/30/2021,$155.33,1561882,$151,$160,$150
12/31/2021,$148.39,1393964,$153.62,$156.73,$148.1
01/03/2022,$152.84,1417001,$149.23,$159.38,$149.21
01/04/2022,$148.91,1834894,$152.17,$152.99,$143.05
01/05/2022,$129.37,3396400,$148.39,$148.85,$129.1501
01/06/2022,$131.03,6051480,$132.84,$137.7,$121.14
01/07/2022,$140.62,12137310,$159.77,$160.31,$132.5
01/10/2022,$131.15,5511981,$134.99,$135.69,$120
01/11/2022,$130.3,2583055,$130.1,$136.8,$127.3901
01/12/2022,$128.06,1574509,$130,$131.32,$126.45
01/13/2022,$122.48,2225270,$128.5,$130.5,$121.69
01/14/2022,$116.65,3850478,$120.15,$122.3,$112.02
01/18/2022,$108.91,3759403,$113.11,$113.75,$104.402
01/19/2022,$106.57,2403579,$110.01,$113.05,$104.41
01/20/2022,$102.67,2920074,$107.9,$115.2,$101.6
01/21/2022,$106.36,5530011,$101,$110.21,$92.72
01/24/2022,$100.15,6267749,$99.02,$102.86,$86.29
01/25/2022,$99.79,3574255,$96.92,$104.9692,$95.01
01/26/2022,$103.26,8332540,$101.1,$119,$100.31
01/27/2022,$93.52,3669956,$104.14,$107,$92.8865
01/28/2022,$97.91,4107567,$95.4,$98,$87.605
01/31/2022,$108.93,3499273,$97.87,$109.8199,$97.86
02/01/2022,$112.6,3461877,$113.01,$116.65,$108.2649
02/02/2022,$100.04,3279135,$110.35,$111.8599,$98.06
02/03/2022,$99.23,2677519,$101.5,$106.94,$97.71
02/04/2022,$102.34,1906791,$99.01,$104,$95.08
02/07/2022,$102.34,1759360,$102.99,$105.3849,$98.77
02/08/2022,$115.6,4959906,$101.755,$117.6717,$100.55
02/09/2022,$124.29,3866895,$114.09,$124.71,$113
02/10/2022,$122.47,3706537,$117.95,$131.78,$116
02/11/2022,$124.25,2824777,$122.48,$129.8668,$120.7706
02/14/2022,$117.09,2275676,$122.93,$125.5,$116.15
02/15/2022,$126.16,1980089,$120.96,$127.2299,$119.26
02/16/2022,$128.33,2001931,$124.43,$132.85,$123.92
02/17/2022,$123.41,1564104,$126.77,$130.8479,$122.22
02/18/2022,$121.53,1553539,$124.2,$125.6496,$118.131
02/22/2022,$118.06,1539113,$118.2,$123.33,$114.185
02/23/2022,$114.87,1348252,$121.22,$123.355,$114.2801
02/24/2022,$124.58,2256212,$105.53,$125.71,$104.12
02/25/2022,$118.58,1710255,$123.57,$124.97,$116.485
02/28/2022,$123.34,1614497,$121,$126.285,$116.89
03/01/2022,$119.02,1096021,$122.19,$125.87,$118.35
03/02/2022,$121.97,1310650,$119.5,$122.67,$116.3714
03/03/2022,$118.41,1095602,$122.96,$123.74,$117.23
03/04/2022,$111.66,1480013,$118.01,$120.51,$110.5812
03/07/2022,$99.35,3147865,$115,$115,$96.1025
03/08/2022,$103.01,2134029,$101.03,$108.99,$97.0861
03/09/2022,$105.21,1399597,$106.98,$108.86,$103.5
03/10/2022,$100.56,1395467,$103.92,$104.0572,$98.2512
03/11/2022,$92.69,2205538,$102.66,$102.9,$92.69
03/14/2022,$78.11,4533614,$93.43,$94.32,$77.58
03/15/2022,$82.64,3528798,$82.1,$87.56,$78.68
03/16/2022,$86.86,2653928,$85.11,$90.01,$82
03/17/2022,$87.7,3449120,$85.1,$89.58,$83.45
03/18/2022,$90.79,8922094,$79.74,$97.45,$78.9
03/21/2022,$94.2,3953112,$90,$99.3992,$89.76
03/22/2022,$123.14,15017230,$95.4,$125.79,$94.45
03/23/2022,$141,24599840,$130,$150.9299,$126.55
03/24/2022,$142.39,9100150,$134.015,$143.48,$126.76
03/25/2022,$151.95,13383870,$140.04,$158.1599,$138.2
03/28/2022,$189.59,16316520,$151.98,$190.84,$151.545
03/29/2022,$179.9,18011490,$188.24,$199.41,$163
03/30/2022,$166.85,9169186,$175,$183.3369,$165
03/31/2022,$166.58,11242230,$163.1,$175.745,$158.51
04/01/2022,$165,13189560,$188.9,$189.7688,$155.26
04/04/2022,$170.73,4640077,$166.98,$173.24,$156.51
04/05/2022,$153.59,3956316,$168,$168.43,$152
04/06/2022,$156.64,4066958,$151.01,$159.2873,$149.7
04/07/2022,$150,3827847,$154.11,$156.7,$141.57
04/08/2022,$146.19,2592879,$149.09,$150.7106,$142.03
04/11/2022,$146.93,2452979,$143.04,$148.22,$140.61
04/12/2022,$144.87,1999136,$146.5,$152.25,$141.665
04/13/2022,$150.7,2008225,$144.1,$152.13,$142.02
04/14/2022,$150.77,2500583,$149.27,$156.5,$147.22
